Reference area,TIME_PERIOD,OBS_VALUE
Spain,Oct-91,97.95806
Spain,Nov-91,98.03918
Spain,Dec-91,98.02083
Spain,Jan-92,98.07059
Spain,Feb-92,98.03134
Spain,Mar-92,97.94095
Spain,Apr-92,97.79657
Spain,May-92,97.42912
Spain,Jun-92,96.92251
Spain,Jul-92,96.56873
Spain,Aug-92,96.49092
Spain,Sep-92,96.25098
Spain,Oct-92,95.53608
Spain,Nov-92,94.79128
Spain,Dec-92,94.18691
Spain,Jan-93,93.89214
Spain,Feb-93,94.01172
Spain,Mar-93,94.1346
Spain,Apr-93,94.27467
Spain,May-93,94.45336
Spain,Jun-93,94.63814
Spain,Jul-93,94.83865
Spain,Aug-93,95.29504
Spain,Sep-93,95.98295
Spain,Oct-93,96.5105
Spain,Nov-93,96.84415
Spain,Dec-93,97.19354
Spain,Jan-94,97.65813
Spain,Feb-94,98.15271
Spain,Mar-94,98.74795
Spain,Apr-94,99.33279
Spain,May-94,99.70651
Spain,Jun-94,100.0346
Spain,Jul-94,100.3766
Spain,Aug-94,100.5942
Spain,Sep-94,100.7941
Spain,Oct-94,101.1105
Spain,Nov-94,101.427
Spain,Dec-94,101.6883
Spain,Jan-95,101.8191
Spain,Feb-95,101.8756
Spain,Mar-95,101.7573
Spain,Apr-95,101.4844
Spain,May-95,100.8837
Spain,Jun-95,100.3927
Spain,Jul-95,100.1865
Spain,Aug-95,100.0019
Spain,Sep-95,99.67718
Spain,Oct-95,99.2976
Spain,Nov-95,98.98972
Spain,Dec-95,98.65314
Spain,Jan-96,98.34688
Spain,Feb-96,98.2529
Spain,Mar-96,98.35404
Spain,Apr-96,98.54763
Spain,May-96,98.77995
Spain,Jun-96,99.049
Spain,Jul-96,99.38821
Spain,Aug-96,99.63663
Spain,Sep-96,99.90477
Spain,Oct-96,99.97276
Spain,Nov-96,99.92541
Spain,Dec-96,99.96639
Spain,Jan-97,100.2104
Spain,Feb-97,100.5047
Spain,Mar-97,100.7348
Spain,Apr-97,101.0211
Spain,May-97,101.4105
Spain,Jun-97,101.7665
Spain,Jul-97,102.1455
Spain,Aug-97,102.5
Spain,Sep-97,102.8299
Spain,Oct-97,102.9255
Spain,Nov-97,102.8433
Spain,Dec-97,102.6334
Spain,Jan-98,102.5004
Spain,Feb-98,102.3652
Spain,Mar-98,102.2531
Spain,Apr-98,102.1348
Spain,May-98,102.2149
Spain,Jun-98,102.422
Spain,Jul-98,102.3878
Spain,Aug-98,102.0249
Spain,Sep-98,101.5809
Spain,Oct-98,101.1964
Spain,Nov-98,100.9953
Spain,Dec-98,100.9783
Spain,Jan-99,100.9104
Spain,Feb-99,100.9264
Spain,Mar-99,101.0885
Spain,Apr-99,101.115
Spain,May-99,101.1213
Spain,Jun-99,101.1028
Spain,Jul-99,101.1446
Spain,Aug-99,101.3219
Spain,Sep-99,101.6778
Spain,Oct-99,101.9876
Spain,Nov-99,102.0111
Spain,Dec-99,101.8503
Spain,Jan-00,101.8285
Spain,Feb-00,102.0219
Spain,Mar-00,102.2425
Spain,Apr-00,102.3553
Spain,May-00,102.4503
Spain,Jun-00,102.5136
Spain,Jul-00,102.4504
Spain,Aug-00,102.4342
Spain,Sep-00,102.302
Spain,Oct-00,102.101
Spain,Nov-00,102.0634
Spain,Dec-00,102.081
Spain,Jan-01,101.9589
Spain,Feb-01,101.6334
Spain,Mar-01,101.2747
Spain,Apr-01,100.9838
Spain,May-01,100.8371
Spain,Jun-01,100.7063
Spain,Jul-01,100.542
Spain,Aug-01,100.3088
Spain,Sep-01,100.0901
Spain,Oct-01,99.92928
Spain,Nov-01,99.92975
Spain,Dec-01,100.0629
Spain,Jan-02,100.0498
Spain,Feb-02,100.072
Spain,Mar-02,100.1763
Spain,Apr-02,100.4488
Spain,May-02,100.7732
Spain,Jun-02,100.8725
Spain,Jul-02,100.8875
Spain,Aug-02,100.7872
Spain,Sep-02,100.5889
Spain,Oct-02,100.4389
Spain,Nov-02,100.3005
Spain,Dec-02,100.3003
Spain,Jan-03,100.5328
Spain,Feb-03,100.7662
Spain,Mar-03,100.7396
Spain,Apr-03,100.6567
Spain,May-03,100.5248
Spain,Jun-03,100.4733
Spain,Jul-03,100.6895
Spain,Aug-03,100.9986
Spain,Sep-03,101.0601
Spain,Oct-03,101.1581
Spain,Nov-03,101.197
Spain,Dec-03,101.1345
Spain,Jan-04,101.1183
Spain,Feb-04,101.1962
Spain,Mar-04,101.2532
Spain,Apr-04,101.4048
Spain,May-04,101.5085
Spain,Jun-04,101.5025
Spain,Jul-04,101.3811
Spain,Aug-04,101.2786
Spain,Sep-04,101.3164
Spain,Oct-04,101.4104
Spain,Nov-04,101.3319
Spain,Dec-04,101.183
Spain,Jan-05,101.0426
Spain,Feb-05,100.8214
Spain,Mar-05,100.6963
Spain,Apr-05,100.6057
Spain,May-05,100.5507
Spain,Jun-05,100.627
Spain,Jul-05,100.8838
Spain,Aug-05,101.09
Spain,Sep-05,101.2041
Spain,Oct-05,101.2074
Spain,Nov-05,101.1077
Spain,Dec-05,101.0143
Spain,Jan-06,100.8254
Spain,Feb-06,100.911
Spain,Mar-06,101.1035
Spain,Apr-06,101.2996
Spain,May-06,101.5425
Spain,Jun-06,101.6102
Spain,Jul-06,101.5378
Spain,Aug-06,101.5112
Spain,Sep-06,101.6247
Spain,Oct-06,101.6722
Spain,Nov-06,101.7606
Spain,Dec-06,101.9867
Spain,Jan-07,102.0941
Spain,Feb-07,102.1503
Spain,Mar-07,102.1837
Spain,Apr-07,102.0491
Spain,May-07,101.8654
Spain,Jun-07,101.7577
Spain,Jul-07,101.6678
Spain,Aug-07,101.5404
Spain,Sep-07,101.3739
Spain,Oct-07,101.1708
Spain,Nov-07,101.2024
Spain,Dec-07,101.0736
Spain,Jan-08,100.6723
Spain,Feb-08,100.2005
Spain,Mar-08,99.80961
Spain,Apr-08,99.42451
Spain,May-08,98.95755
Spain,Jun-08,98.57584
Spain,Jul-08,98.30431
Spain,Aug-08,97.838
Spain,Sep-08,97.10807
Spain,Oct-08,96.19835
Spain,Nov-08,95.36839
Spain,Dec-08,94.76544
Spain,Jan-09,94.56713
Spain,Feb-09,94.42597
Spain,Mar-09,94.53162
Spain,Apr-09,94.94695
Spain,May-09,95.34537
Spain,Jun-09,95.75398
Spain,Jul-09,96.29257
Spain,Aug-09,96.80426
Spain,Sep-09,97.08274
Spain,Oct-09,97.28341
Spain,Nov-09,97.37003
Spain,Dec-09,97.46379
Spain,Jan-10,97.65859
Spain,Feb-10,97.9272
Spain,Mar-10,98.35851
Spain,Apr-10,98.69249
Spain,May-10,98.83145
Spain,Jun-10,98.95764
Spain,Jul-10,99.04086
Spain,Aug-10,99.06571
Spain,Sep-10,99.08578
Spain,Oct-10,99.25777
Spain,Nov-10,99.4679
Spain,Dec-10,99.6509
Spain,Jan-11,99.65833
Spain,Feb-11,99.54691
Spain,Mar-11,99.39432
Spain,Apr-11,99.31245
Spain,May-11,99.24658
Spain,Jun-11,99.25358
Spain,Jul-11,99.11617
Spain,Aug-11,98.9446
Spain,Sep-11,98.72507
Spain,Oct-11,98.56976
Spain,Nov-11,98.34731
Spain,Dec-11,98.27016
Spain,Jan-12,98.46899
Spain,Feb-12,98.55935
Spain,Mar-12,98.56204
Spain,Apr-12,98.51828
Spain,May-12,98.42802
Spain,Jun-12,98.23486
Spain,Jul-12,98.09302
Spain,Aug-12,97.95181
Spain,Sep-12,97.99194
Spain,Oct-12,98.11887
Spain,Nov-12,98.31532
Spain,Dec-12,98.45538
Spain,Jan-13,98.5598
Spain,Feb-13,98.71474
Spain,Mar-13,98.71214
Spain,Apr-13,98.71941
Spain,May-13,98.85016
Spain,Jun-13,98.99971
Spain,Jul-13,99.12677
Spain,Aug-13,99.22168
Spain,Sep-13,99.23825
Spain,Oct-13,99.23449
Spain,Nov-13,99.41492
Spain,Dec-13,99.68275
Spain,Jan-14,99.85213
Spain,Feb-14,99.91049
Spain,Mar-14,99.84915
Spain,Apr-14,99.87984
Spain,May-14,100.0248
Spain,Jun-14,100.2236
Spain,Jul-14,100.4041
Spain,Aug-14,100.4406
Spain,Sep-14,100.4056
Spain,Oct-14,100.4151
Spain,Nov-14,100.4873
Spain,Dec-14,100.5527
Spain,Jan-15,100.7745
Spain,Feb-15,101.0901
Spain,Mar-15,101.4614
Spain,Apr-15,101.7548
Spain,May-15,101.9201
Spain,Jun-15,101.913
Spain,Jul-15,101.824
Spain,Aug-15,101.7684
Spain,Sep-15,101.621
Spain,Oct-15,101.4457
Spain,Nov-15,101.4258
Spain,Dec-15,101.5301
Spain,Jan-16,101.4136
Spain,Feb-16,101.3159
Spain,Mar-16,101.2733
Spain,Apr-16,101.2177
Spain,May-16,101.1751
Spain,Jun-16,101.2042
Spain,Jul-16,101.1441
Spain,Aug-16,101.0763
Spain,Sep-16,101.208
Spain,Oct-16,101.429
Spain,Nov-16,101.5538
Spain,Dec-16,101.5713
Spain,Jan-17,101.736
Spain,Feb-17,101.8637
Spain,Mar-17,101.7552
Spain,Apr-17,101.6583
Spain,May-17,101.6692
Spain,Jun-17,101.7112
Spain,Jul-17,101.662
Spain,Aug-17,101.7627
Spain,Sep-17,102.0196
Spain,Oct-17,102.2794
Spain,Nov-17,102.5034
Spain,Dec-17,102.5069
Spain,Jan-18,102.3835
Spain,Feb-18,102.2269
Spain,Mar-18,102.0966
Spain,Apr-18,101.9986
Spain,May-18,101.7795
Spain,Jun-18,101.5189
Spain,Jul-18,101.2191
Spain,Aug-18,101.0256
Spain,Sep-18,101.0957
Spain,Oct-18,101.2808
Spain,Nov-18,101.3316
Spain,Dec-18,101.1446
Spain,Jan-19,100.9867
Spain,Feb-19,100.9553
Spain,Mar-19,101.0185
Spain,Apr-19,100.968
Spain,May-19,100.984
Spain,Jun-19,101.0775
Spain,Jul-19,101.1916
Spain,Aug-19,101.2064
Spain,Sep-19,100.884
Spain,Oct-19,100.6978
Spain,Nov-19,100.8787
Spain,Dec-19,101.0318
Spain,Jan-20,100.8586
Spain,Feb-20,100.22
Spain,Mar-20,98.70118
Spain,Apr-20,96.68149
Spain,May-20,96.1665
Spain,Jun-20,97.13296
Spain,Jul-20,98.55424
Spain,Aug-20,99.47603
Spain,Sep-20,99.89237
Spain,Oct-20,100.0595
Spain,Nov-20,100.1776
Spain,Dec-20,100.3024
Spain,Jan-21,100.5018
Spain,Feb-21,100.6525
Spain,Mar-21,100.9868
Spain,Apr-21,101.3529
Spain,May-21,101.6464
Spain,Jun-21,101.8171
Spain,Jul-21,102.0469
Spain,Aug-21,102.1864
Spain,Sep-21,102.3499
Spain,Oct-21,102.5596
Spain,Nov-21,102.7001
Spain,Dec-21,102.8784
Spain,Jan-22,103.0079
Spain,Feb-22,102.9446
Spain,Mar-22,102.4754
Spain,Apr-22,101.9705
Spain,May-22,101.753
Spain,Jun-22,101.5238
Spain,Jul-22,101.0896
Spain,Aug-22,100.7887
Spain,Sep-22,100.6876
Spain,Oct-22,100.6664
Spain,Nov-22,100.5789
Spain,Dec-22,100.6464
Spain,Jan-23,100.7403
Spain,Feb-23,100.8058
Spain,Mar-23,100.9445
Spain,Apr-23,100.9365
Spain,May-23,100.6121
Spain,Jun-23,100.2335
Spain,Jul-23,100.0527
Spain,Aug-23,100.0618
Spain,Sep-23,100.0173
Spain,Oct-23,100.0196
Spain,Nov-23,100.0864
Spain,Dec-23,100.3271
Spain,Jan-24,100.5619
Spain,Feb-24,100.6894
Spain,Mar-24,100.6881
Spain,Apr-24,100.6649
Spain,May-24,100.6018
Spain,Jun-24,100.6537
Spain,Jul-24,100.8186
Spain,Aug-24,100.9645
Spain,Sep-24,100.9592
Spain,Oct-24,100.7005
Spain,Nov-24,100.6522
Spain,Dec-24,100.6889
Spain,Jan-25,100.6744
Spain,Feb-25,100.5623
Hungary,Jan-96,100.8889
Hungary,Feb-96,100.586
Hungary,Mar-96,100.0845
Hungary,Apr-96,99.64314
Hungary,May-96,99.63244
Hungary,Jun-96,99.68124
Hungary,Jul-96,99.55844
Hungary,Aug-96,99.40656
Hungary,Sep-96,99.6292
Hungary,Oct-96,100.3368
Hungary,Nov-96,100.7947
Hungary,Dec-96,100.9038
Hungary,Jan-97,101.0731
Hungary,Feb-97,101.0504
Hungary,Mar-97,100.6012
Hungary,Apr-97,100.1901
Hungary,May-97,100.559
Hungary,Jun-97,101.1614
Hungary,Jul-97,101.6524
Hungary,Aug-97,102.0168
Hungary,Sep-97,102.3126
Hungary,Oct-97,102.4716
Hungary,Nov-97,102.4509
Hungary,Dec-97,102.4976
Hungary,Jan-98,102.5337
Hungary,Feb-98,102.4156
Hungary,Mar-98,102.1102
Hungary,Apr-98,101.8828
Hungary,May-98,101.5203
Hungary,Jun-98,101.1945
Hungary,Jul-98,100.8351
Hungary,Aug-98,100.4328
Hungary,Sep-98,99.99823
Hungary,Oct-98,99.49368
Hungary,Nov-98,99.00861
Hungary,Dec-98,98.88776
Hungary,Jan-99,99.20411
Hungary,Feb-99,99.07951
Hungary,Mar-99,98.69843
Hungary,Apr-99,97.99678
Hungary,May-99,97.51382
Hungary,Jun-99,97.75217
Hungary,Jul-99,98.36637
Hungary,Aug-99,99.03064
Hungary,Sep-99,99.64848
Hungary,Oct-99,100.1356
Hungary,Nov-99,100.414
Hungary,Dec-99,100.6073
Hungary,Jan-00,100.8568
Hungary,Feb-00,100.9394
Hungary,Mar-00,100.7246
Hungary,Apr-00,100.8684
Hungary,May-00,101.0277
Hungary,Jun-00,100.9636
Hungary,Jul-00,100.8061
Hungary,Aug-00,100.7414
Hungary,Sep-00,100.8869
Hungary,Oct-00,101.2149
Hungary,Nov-00,101.4303
Hungary,Dec-00,101.3728
Hungary,Jan-01,101.2718
Hungary,Feb-01,101.1447
Hungary,Mar-01,100.8512
Hungary,Apr-01,100.2675
Hungary,May-01,99.53259
Hungary,Jun-01,98.99626
Hungary,Jul-01,98.65992
Hungary,Aug-01,98.47736
Hungary,Sep-01,98.26749
Hungary,Oct-01,97.9675
Hungary,Nov-01,97.77213
Hungary,Dec-01,97.9865
Hungary,Jan-02,98.37414
Hungary,Feb-02,98.55458
Hungary,Mar-02,98.53365
Hungary,Apr-02,98.68768
Hungary,May-02,99.14909
Hungary,Jun-02,99.34632
Hungary,Jul-02,99.40178
Hungary,Aug-02,99.58154
Hungary,Sep-02,99.65153
Hungary,Oct-02,99.63919
Hungary,Nov-02,99.4575
Hungary,Dec-02,99.17624
Hungary,Jan-03,99.01537
Hungary,Feb-03,98.82608
Hungary,Mar-03,98.51058
Hungary,Apr-03,98.47025
Hungary,May-03,98.5325
Hungary,Jun-03,98.65018
Hungary,Jul-03,98.90986
Hungary,Aug-03,98.96704
Hungary,Sep-03,99.05734
Hungary,Oct-03,99.60986
Hungary,Nov-03,100.286
Hungary,Dec-03,100.3921
Hungary,Jan-04,100.2035
Hungary,Feb-04,100.0348
Hungary,Mar-04,100.0757
Hungary,Apr-04,100.1358
Hungary,May-04,99.76859
Hungary,Jun-04,99.55265
Hungary,Jul-04,99.27029
Hungary,Aug-04,99.30019
Hungary,Sep-04,99.25219
Hungary,Oct-04,98.97305
Hungary,Nov-04,98.66506
Hungary,Dec-04,98.60024
Hungary,Jan-05,98.29868
Hungary,Feb-05,97.74659
Hungary,Mar-05,97.29776
Hungary,Apr-05,97.04884
Hungary,May-05,96.98225
Hungary,Jun-05,97.35623
Hungary,Jul-05,97.87714
Hungary,Aug-05,98.54932
Hungary,Sep-05,99.29538
Hungary,Oct-05,99.70767
Hungary,Nov-05,99.83209
Hungary,Dec-05,99.89696
Hungary,Jan-06,99.9062
Hungary,Feb-06,100.0687
Hungary,Mar-06,100.3421
Hungary,Apr-06,100.4815
Hungary,May-06,100.214
Hungary,Jun-06,99.92271
Hungary,Jul-06,99.90208
Hungary,Aug-06,100.1081
Hungary,Sep-06,100.5553
Hungary,Oct-06,100.8757
Hungary,Nov-06,100.8832
Hungary,Dec-06,100.795
Hungary,Jan-07,100.8472
Hungary,Feb-07,100.8181
Hungary,Mar-07,100.7529
Hungary,Apr-07,100.7337
Hungary,May-07,100.8036
Hungary,Jun-07,100.8209
Hungary,Jul-07,100.6486
Hungary,Aug-07,100.4426
Hungary,Sep-07,100.1653
Hungary,Oct-07,100.121
Hungary,Nov-07,100.3861
Hungary,Dec-07,100.241
Hungary,Jan-08,99.83517
Hungary,Feb-08,99.53224
Hungary,Mar-08,99.3741
Hungary,Apr-08,99.31335
Hungary,May-08,99.37145
Hungary,Jun-08,99.27579
Hungary,Jul-08,99.13123
Hungary,Aug-08,98.76257
Hungary,Sep-08,98.02389
Hungary,Oct-08,96.79066
Hungary,Nov-08,95.32184
Hungary,Dec-08,94.05733
Hungary,Jan-09,93.20404
Hungary,Feb-09,92.80002
Hungary,Mar-09,92.86165
Hungary,Apr-09,93.64648
Hungary,May-09,94.83844
Hungary,Jun-09,95.86919
Hungary,Jul-09,96.82085
Hungary,Aug-09,97.44235
Hungary,Sep-09,97.6805
Hungary,Oct-09,97.74107
Hungary,Nov-09,97.8035
Hungary,Dec-09,98.14867
Hungary,Jan-10,98.46099
Hungary,Feb-10,98.6365
Hungary,Mar-10,98.96479
Hungary,Apr-10,99.20034
Hungary,May-10,99.64639
Hungary,Jun-10,99.93087
Hungary,Jul-10,100.3256
Hungary,Aug-10,100.7085
Hungary,Sep-10,100.7576
Hungary,Oct-10,100.7209
Hungary,Nov-10,100.9439
Hungary,Dec-10,101.2004
Hungary,Jan-11,101.3398
Hungary,Feb-11,101.3609
Hungary,Mar-11,101.2951
Hungary,Apr-11,101.2803
Hungary,May-11,100.8965
Hungary,Jun-11,100.4988
Hungary,Jul-11,100.0714
Hungary,Aug-11,99.74298
Hungary,Sep-11,99.367
Hungary,Oct-11,98.8262
Hungary,Nov-11,98.50299
Hungary,Dec-11,98.52568
Hungary,Jan-12,98.83279
Hungary,Feb-12,99.40927
Hungary,Mar-12,99.90881
Hungary,Apr-12,99.90106
Hungary,May-12,99.36063
Hungary,Jun-12,98.9573
Hungary,Jul-12,98.85471
Hungary,Aug-12,98.76073
Hungary,Sep-12,98.68904
Hungary,Oct-12,98.70005
Hungary,Nov-12,98.66662
Hungary,Dec-12,98.7338
Hungary,Jan-13,98.78735
Hungary,Feb-13,98.52785
Hungary,Mar-13,98.19377
Hungary,Apr-13,98.1149
Hungary,May-13,98.74047
Hungary,Jun-13,99.3765
Hungary,Jul-13,99.74902
Hungary,Aug-13,100.1212
Hungary,Sep-13,100.4738
Hungary,Oct-13,100.6974
Hungary,Nov-13,101.0642
Hungary,Dec-13,101.486
Hungary,Jan-14,101.7127
Hungary,Feb-14,101.9458
Hungary,Mar-14,102.0472
Hungary,Apr-14,102.0354
Hungary,May-14,101.6309
Hungary,Jun-14,101.0218
Hungary,Jul-14,100.632
Hungary,Aug-14,100.7662
Hungary,Sep-14,101.2222
Hungary,Oct-14,101.7221
Hungary,Nov-14,101.8797
Hungary,Dec-14,101.7364
Hungary,Jan-15,101.6268
Hungary,Feb-15,101.7574
Hungary,Mar-15,101.9631
Hungary,Apr-15,101.9533
Hungary,May-15,101.6943
Hungary,Jun-15,101.655
Hungary,Jul-15,101.7237
Hungary,Aug-15,101.9773
Hungary,Sep-15,102.2361
Hungary,Oct-15,102.2337
Hungary,Nov-15,102.088
Hungary,Dec-15,101.8795
Hungary,Jan-16,101.7508
Hungary,Feb-16,101.6433
Hungary,Mar-16,101.5916
Hungary,Apr-16,101.4774
Hungary,May-16,101.5284
Hungary,Jun-16,101.6796
Hungary,Jul-16,101.7342
Hungary,Aug-16,101.5177
Hungary,Sep-16,101.3891
Hungary,Oct-16,101.3506
Hungary,Nov-16,101.4824
Hungary,Dec-16,101.628
Hungary,Jan-17,101.6626
Hungary,Feb-17,101.6063
Hungary,Mar-17,101.6133
Hungary,Apr-17,101.7923
Hungary,May-17,101.9178
Hungary,Jun-17,102.192
Hungary,Jul-17,102.4605
Hungary,Aug-17,102.6205
Hungary,Sep-17,102.9174
Hungary,Oct-17,102.961
Hungary,Nov-17,102.9816
Hungary,Dec-17,103.081
Hungary,Jan-18,103.2582
Hungary,Feb-18,103.4518
Hungary,Mar-18,103.4566
Hungary,Apr-18,103.4833
Hungary,May-18,103.7536
Hungary,Jun-18,103.9558
Hungary,Jul-18,103.8215
Hungary,Aug-18,103.2767
Hungary,Sep-18,102.976
Hungary,Oct-18,103.2002
Hungary,Nov-18,103.5919
Hungary,Dec-18,103.8964
Hungary,Jan-19,103.7816
Hungary,Feb-19,103.428
Hungary,Mar-19,102.8196
Hungary,Apr-19,102.098
Hungary,May-19,101.6993
Hungary,Jun-19,101.3819
Hungary,Jul-19,101.1425
Hungary,Aug-19,100.9451
Hungary,Sep-19,100.8432
Hungary,Oct-19,101.1531
Hungary,Nov-19,101.4735
Hungary,Dec-19,101.1049
Hungary,Jan-20,100.5657
Hungary,Feb-20,99.79433
Hungary,Mar-20,98.0777
Hungary,Apr-20,95.73972
Hungary,May-20,94.89323
Hungary,Jun-20,95.5174
Hungary,Jul-20,96.32774
Hungary,Aug-20,96.85855
Hungary,Sep-20,97.35869
Hungary,Oct-20,97.90768
Hungary,Nov-20,98.31571
Hungary,Dec-20,98.91621
Hungary,Jan-21,99.35756
Hungary,Feb-21,99.43827
Hungary,Mar-21,99.60713
Hungary,Apr-21,100.0822
Hungary,May-21,100.7762
Hungary,Jun-21,101.4332
Hungary,Jul-21,102.0175
Hungary,Aug-21,102.2917
Hungary,Sep-21,102.4333
Hungary,Oct-21,102.8773
Hungary,Nov-21,103.187
Hungary,Dec-21,103.0449
Hungary,Jan-22,102.7201
Hungary,Feb-22,101.9632
Hungary,Mar-22,101.1776
Hungary,Apr-22,100.8124
Hungary,May-22,100.7585
Hungary,Jun-22,100.7379
Hungary,Jul-22,100.4513
Hungary,Aug-22,100.0463
Hungary,Sep-22,99.5562
Hungary,Oct-22,99.02316
Hungary,Nov-22,98.87023
Hungary,Dec-22,99.16354
Hungary,Jan-23,99.34163
Hungary,Feb-23,99.24006
Hungary,Mar-23,99.21941
Hungary,Apr-23,99.16055
Hungary,May-23,99.14436
Hungary,Jun-23,98.89868
Hungary,Jul-23,98.84999
Hungary,Aug-23,98.79225
Hungary,Sep-23,98.54751
Hungary,Oct-23,98.35315
Hungary,Nov-23,98.47115
Hungary,Dec-23,98.55871
Hungary,Jan-24,98.4681
Hungary,Feb-24,98.39453
Hungary,Mar-24,98.49598
Hungary,Apr-24,98.40192
Hungary,May-24,98.31226
Hungary,Jun-24,98.38522
Hungary,Jul-24,98.30927
Hungary,Aug-24,98.21869
Hungary,Sep-24,98.08692
Hungary,Oct-24,97.84074
Hungary,Nov-24,97.4214
Hungary,Dec-24,97.12494
Hungary,Jan-25,97.22131
Hungary,Feb-25,97.66247
New Zealand,Jun-61,97.17746
New Zealand,Jul-61,97.0873
New Zealand,Aug-61,97.007
New Zealand,Sep-61,96.96336
New Zealand,Oct-61,96.99729
New Zealand,Nov-61,97.12444
New Zealand,Dec-61,97.39652
New Zealand,Jan-62,97.86969
New Zealand,Feb-62,98.42774
New Zealand,Mar-62,98.92904
New Zealand,Apr-62,99.26846
New Zealand,May-62,99.49616
New Zealand,Jun-62,99.67692
New Zealand,Jul-62,99.86131
New Zealand,Aug-62,100.1038
New Zealand,Sep-62,100.4833
New Zealand,Oct-62,101.0665
New Zealand,Nov-62,101.733
New Zealand,Dec-62,102.3287
New Zealand,Jan-63,102.7365
New Zealand,Feb-63,103.0165
New Zealand,Mar-63,103.2321
New Zealand,Apr-63,103.4034
New Zealand,May-63,103.5249
New Zealand,Jun-63,103.5503
New Zealand,Jul-63,103.4266
New Zealand,Aug-63,103.2252
New Zealand,Sep-63,103.0246
New Zealand,Oct-63,102.8734
New Zealand,Nov-63,102.7499
New Zealand,Dec-63,102.6185
New Zealand,Jan-64,102.4573
New Zealand,Feb-64,102.2938
New Zealand,Mar-64,102.1774
New Zealand,Apr-64,102.1536
New Zealand,May-64,102.1917
New Zealand,Jun-64,102.2591
New Zealand,Jul-64,102.3337
New Zealand,Aug-64,102.3868
New Zealand,Sep-64,102.3782
New Zealand,Oct-64,102.2728
New Zealand,Nov-64,102.1193
New Zealand,Dec-64,101.9719
New Zealand,Jan-65,101.8612
New Zealand,Feb-65,101.7582
New Zealand,Mar-65,101.6096
New Zealand,Apr-65,101.3641
New Zealand,May-65,101.0459
New Zealand,Jun-65,100.6743
New Zealand,Jul-65,100.2568
New Zealand,Aug-65,99.83447
New Zealand,Sep-65,99.46442
New Zealand,Oct-65,99.20528
New Zealand,Nov-65,99.05145
New Zealand,Dec-65,99.02058
New Zealand,Jan-66,99.13585
New Zealand,Feb-66,99.28512
New Zealand,Mar-66,99.32367
New Zealand,Apr-66,99.14277
New Zealand,May-66,98.84903
New Zealand,Jun-66,98.57883
New Zealand,Jul-66,98.42561
New Zealand,Aug-66,98.34351
New Zealand,Sep-66,98.26018
New Zealand,Oct-66,98.11829
New Zealand,Nov-66,97.91837
New Zealand,Dec-66,97.66064
New Zealand,Jan-67,97.34466
New Zealand,Feb-67,97.02703
New Zealand,Mar-67,96.78875
New Zealand,Apr-67,96.70418
New Zealand,May-67,96.73076
New Zealand,Jun-67,96.83463
New Zealand,Jul-67,97.00509
New Zealand,Aug-67,97.19183
New Zealand,Sep-67,97.34751
New Zealand,Oct-67,97.45422
New Zealand,Nov-67,97.58079
New Zealand,Dec-67,97.84378
New Zealand,Jan-68,98.3485
New Zealand,Feb-68,98.99358
New Zealand,Mar-68,99.66755
New Zealand,Apr-68,100.3051
New Zealand,May-68,100.9141
New Zealand,Jun-68,101.5183
New Zealand,Jul-68,102.1271
New Zealand,Aug-68,102.7118
New Zealand,Sep-68,103.2081
New Zealand,Oct-68,103.5443
New Zealand,Nov-68,103.7566
New Zealand,Dec-68,103.8569
New Zealand,Jan-69,103.8239
New Zealand,Feb-69,103.7065
New Zealand,Mar-69,103.534
New Zealand,Apr-69,103.3102
New Zealand,May-69,103.063
New Zealand,Jun-69,102.8194
New Zealand,Jul-69,102.604
New Zealand,Aug-69,102.434
New Zealand,Sep-69,102.3427
New Zealand,Oct-69,102.3589
New Zealand,Nov-69,102.4064
New Zealand,Dec-69,102.3792
New Zealand,Jan-70,102.1849
New Zealand,Feb-70,101.863
New Zealand,Mar-70,101.4453
New Zealand,Apr-70,100.943
New Zealand,May-70,100.4306
New Zealand,Jun-70,99.99672
New Zealand,Jul-70,99.70534
New Zealand,Aug-70,99.47888
New Zealand,Sep-70,99.22089
New Zealand,Oct-70,98.87392
New Zealand,Nov-70,98.50909
New Zealand,Dec-70,98.24925
New Zealand,Jan-71,98.21026
New Zealand,Feb-71,98.33703
New Zealand,Mar-71,98.58887
New Zealand,Apr-71,98.95892
New Zealand,May-71,99.36862
New Zealand,Jun-71,99.73851
New Zealand,Jul-71,100.0194
New Zealand,Aug-71,100.2633
New Zealand,Sep-71,100.5395
New Zealand,Oct-71,100.8866
New Zealand,Nov-71,101.234
New Zealand,Dec-71,101.4732
New Zealand,Jan-72,101.5301
New Zealand,Feb-72,101.5449
New Zealand,Mar-72,101.7197
New Zealand,Apr-72,102.2071
New Zealand,May-72,102.8395
New Zealand,Jun-72,103.3935
New Zealand,Jul-72,103.7095
New Zealand,Aug-72,103.8888
New Zealand,Sep-72,104.0655
New Zealand,Oct-72,104.3138
New Zealand,Nov-72,104.559
New Zealand,Dec-72,104.6556
New Zealand,Jan-73,104.4695
New Zealand,Feb-73,104.1082
New Zealand,Mar-73,103.6845
New Zealand,Apr-73,103.256
New Zealand,May-73,102.8259
New Zealand,Jun-73,102.3634
New Zealand,Jul-73,101.824
New Zealand,Aug-73,101.2036
New Zealand,Sep-73,100.4886
New Zealand,Oct-73,99.68722
New Zealand,Nov-73,98.95521
New Zealand,Dec-73,98.53111
