Reference area,TIME_PERIOD,OBS_VALUE
Slovenia,Apr-95,99.54401
Slovenia,May-95,99.11507
Slovenia,Jun-95,98.22873
Slovenia,Jul-95,97.57511
Slovenia,Aug-95,97.47718
Slovenia,Sep-95,97.76038
Slovenia,Oct-95,97.89952
Slovenia,Nov-95,97.76464
Slovenia,Dec-95,97.48182
Slovenia,Jan-96,97.34759
Slovenia,Feb-96,97.05823
Slovenia,Mar-96,96.79951
Slovenia,Apr-96,96.60504
Slovenia,May-96,96.566
Slovenia,Jun-96,96.41306
Slovenia,Jul-96,96.33946
Slovenia,Aug-96,96.83547
Slovenia,Sep-96,97.83094
Slovenia,Oct-96,98.86078
Slovenia,Nov-96,99.44157
Slovenia,Dec-96,99.5852
Slovenia,Jan-97,99.7326
Slovenia,Feb-97,100.0221
Slovenia,Mar-97,100.1176
Slovenia,Apr-97,100.0459
Slovenia,May-97,99.70919
Slovenia,Jun-97,99.32465
Slovenia,Jul-97,99.27071
Slovenia,Aug-97,99.63879
Slovenia,Sep-97,100.3117
Slovenia,Oct-97,101.1345
Slovenia,Nov-97,101.6584
Slovenia,Dec-97,101.7383
Slovenia,Jan-98,101.1813
Slovenia,Feb-98,100.5234
Slovenia,Mar-98,100.0436
Slovenia,Apr-98,99.73582
Slovenia,May-98,99.66573
Slovenia,Jun-98,99.61737
Slovenia,Jul-98,99.92267
Slovenia,Aug-98,99.86826
Slovenia,Sep-98,99.10522
Slovenia,Oct-98,98.16902
Slovenia,Nov-98,97.47845
Slovenia,Dec-98,97.04689
Slovenia,Jan-99,96.78084
Slovenia,Feb-99,96.27446
Slovenia,Mar-99,96.17815
Slovenia,Apr-99,96.64692
Slovenia,May-99,97.26515
Slovenia,Jun-99,98.21939
Slovenia,Jul-99,99.21459
Slovenia,Aug-99,99.79391
Slovenia,Sep-99,100.0095
Slovenia,Oct-99,100.1862
Slovenia,Nov-99,100.2651
Slovenia,Dec-99,100.3858
Slovenia,Jan-00,100.5143
Slovenia,Feb-00,100.9833
Slovenia,Mar-00,101.7757
Slovenia,Apr-00,102.5213
Slovenia,May-00,103.0515
Slovenia,Jun-00,103.1445
Slovenia,Jul-00,102.5823
Slovenia,Aug-00,101.8911
Slovenia,Sep-00,101.4827
Slovenia,Oct-00,101.3652
Slovenia,Nov-00,101.3068
Slovenia,Dec-00,101.4673
Slovenia,Jan-01,101.5017
Slovenia,Feb-01,101.2566
Slovenia,Mar-01,100.8097
Slovenia,Apr-01,100.2737
Slovenia,May-01,99.82691
Slovenia,Jun-01,99.58721
Slovenia,Jul-01,99.34887
Slovenia,Aug-01,98.969
Slovenia,Sep-01,98.53246
Slovenia,Oct-01,98.16821
Slovenia,Nov-01,98.11829
Slovenia,Dec-01,98.29368
Slovenia,Jan-02,98.6181
Slovenia,Feb-02,98.95071
Slovenia,Mar-02,99.10461
Slovenia,Apr-02,99.29832
Slovenia,May-02,99.46284
Slovenia,Jun-02,99.39095
Slovenia,Jul-02,99.2097
Slovenia,Aug-02,99.18279
Slovenia,Sep-02,99.30379
Slovenia,Oct-02,99.66615
Slovenia,Nov-02,99.99904
Slovenia,Dec-02,100.1136
Slovenia,Jan-03,99.93771
Slovenia,Feb-03,99.44993
Slovenia,Mar-03,98.65989
Slovenia,Apr-03,97.97337
Slovenia,May-03,97.78186
Slovenia,Jun-03,98.02202
Slovenia,Jul-03,98.61225
Slovenia,Aug-03,99.2615
Slovenia,Sep-03,99.85905
Slovenia,Oct-03,100.1193
Slovenia,Nov-03,100.2582
Slovenia,Dec-03,100.194
Slovenia,Jan-04,100.0454
Slovenia,Feb-04,99.9996
Slovenia,Mar-04,100.2406
Slovenia,Apr-04,100.5784
Slovenia,May-04,100.6735
Slovenia,Jun-04,100.7771
Slovenia,Jul-04,101.0234
Slovenia,Aug-04,101.3753
Slovenia,Sep-04,101.5247
Slovenia,Oct-04,101.3986
Slovenia,Nov-04,101.0092
Slovenia,Dec-04,100.5316
Slovenia,Jan-05,100.1536
Slovenia,Feb-05,99.84286
Slovenia,Mar-05,99.67625
Slovenia,Apr-05,99.46432
Slovenia,May-05,99.48147
Slovenia,Jun-05,99.59986
Slovenia,Jul-05,99.83582
Slovenia,Aug-05,100.2804
Slovenia,Sep-05,100.6429
Slovenia,Oct-05,101.0068
Slovenia,Nov-05,101.3207
Slovenia,Dec-05,101.7194
Slovenia,Jan-06,102.1132
Slovenia,Feb-06,102.1802
Slovenia,Mar-06,102.2963
Slovenia,Apr-06,102.3897
Slovenia,May-06,102.5108
Slovenia,Jun-06,103.0086
Slovenia,Jul-06,103.2823
Slovenia,Aug-06,103.5129
Slovenia,Sep-06,103.7533
Slovenia,Oct-06,103.7946
Slovenia,Nov-06,103.784
Slovenia,Dec-06,103.7178
Slovenia,Jan-07,103.648
Slovenia,Feb-07,103.6502
Slovenia,Mar-07,103.6001
Slovenia,Apr-07,103.6113
Slovenia,May-07,103.67
Slovenia,Jun-07,103.6227
Slovenia,Jul-07,103.4616
Slovenia,Aug-07,103.0769
Slovenia,Sep-07,102.7373
Slovenia,Oct-07,102.5918
Slovenia,Nov-07,102.5446
Slovenia,Dec-07,102.4978
Slovenia,Jan-08,102.2526
Slovenia,Feb-08,101.9224
Slovenia,Mar-08,101.6402
Slovenia,Apr-08,101.2508
Slovenia,May-08,100.6428
Slovenia,Jun-08,100.1862
Slovenia,Jul-08,99.87112
Slovenia,Aug-08,99.20045
Slovenia,Sep-08,97.87263
Slovenia,Oct-08,95.76622
Slovenia,Nov-08,93.70425
Slovenia,Dec-08,92.25308
Slovenia,Jan-09,91.53033
Slovenia,Feb-09,91.50452
Slovenia,Mar-09,91.68885
Slovenia,Apr-09,92.22054
Slovenia,May-09,93.08839
Slovenia,Jun-09,94.04224
Slovenia,Jul-09,94.8765
Slovenia,Aug-09,95.84839
Slovenia,Sep-09,96.79466
Slovenia,Oct-09,97.33572
Slovenia,Nov-09,97.8159
Slovenia,Dec-09,98.22336
Slovenia,Jan-10,98.66547
Slovenia,Feb-10,99.08384
Slovenia,Mar-10,99.64515
Slovenia,Apr-10,100.1759
Slovenia,May-10,100.5319
Slovenia,Jun-10,100.7785
Slovenia,Jul-10,100.9564
Slovenia,Aug-10,100.9581
Slovenia,Sep-10,101.0117
Slovenia,Oct-10,101.0166
Slovenia,Nov-10,100.7609
Slovenia,Dec-10,100.6746
Slovenia,Jan-11,100.9102
Slovenia,Feb-11,101.1102
Slovenia,Mar-11,101.2252
Slovenia,Apr-11,101.289
Slovenia,May-11,101.0834
Slovenia,Jun-11,100.7113
Slovenia,Jul-11,100.3858
Slovenia,Aug-11,100.0919
Slovenia,Sep-11,99.71574
Slovenia,Oct-11,99.26543
Slovenia,Nov-11,99.07527
Slovenia,Dec-11,99.08029
Slovenia,Jan-12,99.12881
Slovenia,Feb-12,98.83047
Slovenia,Mar-12,98.34069
Slovenia,Apr-12,97.97303
Slovenia,May-12,97.68441
Slovenia,Jun-12,97.36933
Slovenia,Jul-12,97.14845
Slovenia,Aug-12,96.94865
Slovenia,Sep-12,96.89545
Slovenia,Oct-12,96.97379
Slovenia,Nov-12,97.22823
Slovenia,Dec-12,97.6356
Slovenia,Jan-13,97.9241
Slovenia,Feb-13,98.17038
Slovenia,Mar-13,98.29057
Slovenia,Apr-13,98.50452
Slovenia,May-13,98.92158
Slovenia,Jun-13,99.25319
Slovenia,Jul-13,99.37578
Slovenia,Aug-13,99.46471
Slovenia,Sep-13,99.55315
Slovenia,Oct-13,99.61469
Slovenia,Nov-13,99.76884
Slovenia,Dec-13,99.85207
Slovenia,Jan-14,99.92507
Slovenia,Feb-14,100.1406
Slovenia,Mar-14,100.4254
Slovenia,Apr-14,100.8283
Slovenia,May-14,101.2843
Slovenia,Jun-14,101.6283
Slovenia,Jul-14,101.6531
Slovenia,Aug-14,101.3055
Slovenia,Sep-14,101.0277
Slovenia,Oct-14,100.9055
Slovenia,Nov-14,100.8962
Slovenia,Dec-14,101.0249
Slovenia,Jan-15,101.2467
Slovenia,Feb-15,101.5382
Slovenia,Mar-15,101.8233
Slovenia,Apr-15,101.8524
Slovenia,May-15,101.898
Slovenia,Jun-15,101.8923
Slovenia,Jul-15,101.9206
Slovenia,Aug-15,101.9574
Slovenia,Sep-15,101.912
Slovenia,Oct-15,101.8852
Slovenia,Nov-15,101.7987
Slovenia,Dec-15,101.6909
Slovenia,Jan-16,101.5342
Slovenia,Feb-16,101.5388
Slovenia,Mar-16,101.6723
Slovenia,Apr-16,101.8511
Slovenia,May-16,101.8315
Slovenia,Jun-16,101.7658
Slovenia,Jul-16,101.7565
Slovenia,Aug-16,101.7749
Slovenia,Sep-16,101.744
Slovenia,Oct-16,101.8386
Slovenia,Nov-16,101.9525
Slovenia,Dec-16,102.1186
Slovenia,Jan-17,102.3946
Slovenia,Feb-17,102.6977
Slovenia,Mar-17,102.8217
Slovenia,Apr-17,102.6982
Slovenia,May-17,102.5416
Slovenia,Jun-17,102.5317
Slovenia,Jul-17,102.5538
Slovenia,Aug-17,102.6743
Slovenia,Sep-17,102.996
Slovenia,Oct-17,103.2923
Slovenia,Nov-17,103.4946
Slovenia,Dec-17,103.5424
Slovenia,Jan-18,103.4509
Slovenia,Feb-18,103.2137
Slovenia,Mar-18,102.8705
Slovenia,Apr-18,102.6704
Slovenia,May-18,102.6066
Slovenia,Jun-18,102.4453
Slovenia,Jul-18,102.0829
Slovenia,Aug-18,101.8547
Slovenia,Sep-18,101.844
Slovenia,Oct-18,102.1097
Slovenia,Nov-18,102.0605
Slovenia,Dec-18,101.8796
Slovenia,Jan-19,101.6429
Slovenia,Feb-19,101.2545
Slovenia,Mar-19,101.0025
Slovenia,Apr-19,100.771
Slovenia,May-19,100.5619
Slovenia,Jun-19,100.2116
Slovenia,Jul-19,100.1145
Slovenia,Aug-19,100.1039
Slovenia,Sep-19,100.1364
Slovenia,Oct-19,100.1313
Slovenia,Nov-19,100.0852
Slovenia,Dec-19,100.1015
Slovenia,Jan-20,99.97121
Slovenia,Feb-20,99.0582
Slovenia,Mar-20,96.84637
Slovenia,Apr-20,94.31797
Slovenia,May-20,94.03401
Slovenia,Jun-20,95.337
Slovenia,Jul-20,97.32996
Slovenia,Aug-20,99.23946
Slovenia,Sep-20,100.3827
Slovenia,Oct-20,100.708
Slovenia,Nov-20,100.6317
Slovenia,Dec-20,100.786
Slovenia,Jan-21,101.2627
Slovenia,Feb-21,101.7772
Slovenia,Mar-21,102.3433
Slovenia,Apr-21,102.6853
Slovenia,May-21,102.9459
Slovenia,Jun-21,103.0257
Slovenia,Jul-21,102.9103
Slovenia,Aug-21,102.6645
Slovenia,Sep-21,102.3022
Slovenia,Oct-21,102.0082
Slovenia,Nov-21,102.0836
Slovenia,Dec-21,102.2845
Slovenia,Jan-22,102.3592
Slovenia,Feb-22,102.1898
Slovenia,Mar-22,101.7181
Slovenia,Apr-22,101.3105
Slovenia,May-22,100.8582
Slovenia,Jun-22,100.4293
Slovenia,Jul-22,100.0355
Slovenia,Aug-22,99.57082
Slovenia,Sep-22,99.00922
Slovenia,Oct-22,98.82057
Slovenia,Nov-22,99.0376
Slovenia,Dec-22,99.27303
Slovenia,Jan-23,99.31108
Slovenia,Feb-23,99.11706
Slovenia,Mar-23,98.82377
Slovenia,Apr-23,98.46008
Slovenia,May-23,98.19518
Slovenia,Jun-23,97.94273
Slovenia,Jul-23,97.77281
Slovenia,Aug-23,97.77239
Slovenia,Sep-23,97.82317
Slovenia,Oct-23,97.96954
Slovenia,Nov-23,98.26981
Slovenia,Dec-23,98.47831
Slovenia,Jan-24,98.43117
Slovenia,Feb-24,98.25429
Slovenia,Mar-24,98.26347
Slovenia,Apr-24,98.40634
Slovenia,May-24,98.57163
Slovenia,Jun-24,98.6913
Slovenia,Jul-24,98.74679
Slovenia,Aug-24,98.67381
Slovenia,Sep-24,98.52741
Slovenia,Oct-24,98.40788
Slovenia,Nov-24,98.46018
Slovenia,Dec-24,98.57703
Slovenia,Jan-25,98.64053
Slovenia,Feb-25,98.7238
Brazil,Apr-95,101.708
Brazil,May-95,100.0635
Brazil,Jun-95,98.52718
Brazil,Jul-95,97.34067
Brazil,Aug-95,96.96968
Brazil,Sep-95,96.90485
Brazil,Oct-95,96.99052
Brazil,Nov-95,97.26319
Brazil,Dec-95,97.62201
Brazil,Jan-96,97.95667
Brazil,Feb-96,98.22392
Brazil,Mar-96,98.47868
Brazil,Apr-96,98.78082
Brazil,May-96,99.14945
Brazil,Jun-96,99.53941
Brazil,Jul-96,99.85572
Brazil,Aug-96,99.98158
Brazil,Sep-96,100.0193
Brazil,Oct-96,100.0426
Brazil,Nov-96,100.1459
Brazil,Dec-96,100.2817
Brazil,Jan-97,100.3837
Brazil,Feb-97,100.4227
Brazil,Mar-97,100.4089
Brazil,Apr-97,100.3354
Brazil,May-97,100.1573
Brazil,Jun-97,99.95242
Brazil,Jul-97,99.7857
Brazil,Aug-97,99.68781
Brazil,Sep-97,99.57803
Brazil,Oct-97,99.30991
Brazil,Nov-97,98.74624
Brazil,Dec-97,98.07938
Brazil,Jan-98,97.57646
Brazil,Feb-98,97.5323
Brazil,Mar-98,97.72737
Brazil,Apr-98,97.97706
Brazil,May-98,98.14554
Brazil,Jun-98,98.17471
Brazil,Jul-98,97.98536
Brazil,Aug-98,97.44804
Brazil,Sep-98,96.72909
Brazil,Oct-98,96.13142
Brazil,Nov-98,96.16913
Brazil,Dec-98,96.38889
Brazil,Jan-99,96.60352
Brazil,Feb-99,96.77667
Brazil,Mar-99,96.98236
Brazil,Apr-99,97.31888
Brazil,May-99,97.91209
Brazil,Jun-99,98.59631
Brazil,Jul-99,99.20925
Brazil,Aug-99,99.58694
Brazil,Sep-99,99.82149
Brazil,Oct-99,99.97048
Brazil,Nov-99,100.014
Brazil,Dec-99,100.0191
Brazil,Jan-00,100.0614
Brazil,Feb-00,100.22
Brazil,Mar-00,100.4656
Brazil,Apr-00,100.7805
Brazil,May-00,101.1743
Brazil,Jun-00,101.5603
Brazil,Jul-00,101.7971
Brazil,Aug-00,101.7208
Brazil,Sep-00,101.5
Brazil,Oct-00,101.2944
Brazil,Nov-00,101.2143
Brazil,Dec-00,101.265
Brazil,Jan-01,101.4095
Brazil,Feb-01,101.4307
Brazil,Mar-01,101.1699
Brazil,Apr-01,100.7322
Brazil,May-01,100.12
Brazil,Jun-01,99.37508
Brazil,Jul-01,98.59855
Brazil,Aug-01,97.99917
Brazil,Sep-01,97.76437
Brazil,Oct-01,98.08495
Brazil,Nov-01,98.98936
Brazil,Dec-01,99.91865
Brazil,Jan-02,100.4415
Brazil,Feb-02,100.6486
Brazil,Mar-02,100.5599
Brazil,Apr-02,100.3183
Brazil,May-02,99.89494
Brazil,Jun-02,99.40089
Brazil,Jul-02,99.00507
Brazil,Aug-02,98.94088
Brazil,Sep-02,99.22286
Brazil,Oct-02,99.79793
Brazil,Nov-02,100.5072
Brazil,Dec-02,100.9984
Brazil,Jan-03,101.0271
Brazil,Feb-03,100.7309
Brazil,Mar-03,100.1662
Brazil,Apr-03,99.49951
Brazil,May-03,98.77114
Brazil,Jun-03,98.12656
Brazil,Jul-03,97.84821
Brazil,Aug-03,98.26859
Brazil,Sep-03,99.17802
Brazil,Oct-03,100.2401
Brazil,Nov-03,101.1096
Brazil,Dec-03,101.6071
Brazil,Jan-04,101.7198
Brazil,Feb-04,101.6965
Brazil,Mar-04,101.6212
Brazil,Apr-04,101.6452
Brazil,May-04,101.8016
Brazil,Jun-04,101.9987
Brazil,Jul-04,102.1591
Brazil,Aug-04,102.2671
Brazil,Sep-04,102.4168
Brazil,Oct-04,102.5826
Brazil,Nov-04,102.6082
Brazil,Dec-04,102.3898
Brazil,Jan-05,101.9545
Brazil,Feb-05,101.5569
Brazil,Mar-05,101.1566
Brazil,Apr-05,100.7812
Brazil,May-05,100.3866
Brazil,Jun-05,99.98851
Brazil,Jul-05,99.65662
Brazil,Aug-05,99.47729
Brazil,Sep-05,99.48495
Brazil,Oct-05,99.63238
Brazil,Nov-05,99.87019
Brazil,Dec-05,100.1561
Brazil,Jan-06,100.4261
Brazil,Feb-06,100.6569
Brazil,Mar-06,100.7872
Brazil,Apr-06,100.8008
Brazil,May-06,100.6308
Brazil,Jun-06,100.5117
Brazil,Jul-06,100.4703
Brazil,Aug-06,100.4448
Brazil,Sep-06,100.5526
Brazil,Oct-06,100.7329
Brazil,Nov-06,101.0217
Brazil,Dec-06,101.2671
Brazil,Jan-07,101.4675
Brazil,Feb-07,101.805
Brazil,Mar-07,102.1136
Brazil,Apr-07,102.3257
Brazil,May-07,102.4247
Brazil,Jun-07,102.4768
Brazil,Jul-07,102.5665
Brazil,Aug-07,102.6578
Brazil,Sep-07,102.8
Brazil,Oct-07,102.9676
Brazil,Nov-07,103.039
Brazil,Dec-07,102.9955
Brazil,Jan-08,102.8492
Brazil,Feb-08,102.7394
Brazil,Mar-08,102.6605
Brazil,Apr-08,102.6414
Brazil,May-08,102.7724
Brazil,Jun-08,102.9631
Brazil,Jul-08,103.0026
Brazil,Aug-08,102.7525
Brazil,Sep-08,101.8979
Brazil,Oct-08,100.2674
Brazil,Nov-08,98.21752
Brazil,Dec-08,96.69601
Brazil,Jan-09,96.1395
Brazil,Feb-09,96.28849
Brazil,Mar-09,96.83101
Brazil,Apr-09,97.60179
Brazil,May-09,98.42297
Brazil,Jun-09,99.22135
Brazil,Jul-09,99.97352
Brazil,Aug-09,100.7085
Brazil,Sep-09,101.4348
Brazil,Oct-09,102.0669
Brazil,Nov-09,102.518
Brazil,Dec-09,102.7814
Brazil,Jan-10,102.9496
Brazil,Feb-10,103.1255
Brazil,Mar-10,103.219
Brazil,Apr-10,103.2236
Brazil,May-10,103.141
Brazil,Jun-10,102.9586
Brazil,Jul-10,102.7846
Brazil,Aug-10,102.7342
Brazil,Sep-10,102.7726
Brazil,Oct-10,102.783
Brazil,Nov-10,102.7197
Brazil,Dec-10,102.6328
Brazil,Jan-11,102.5567
Brazil,Feb-11,102.5804
Brazil,Mar-11,102.5746
Brazil,Apr-11,102.4296
Brazil,May-11,102.1309
Brazil,Jun-11,101.7121
Brazil,Jul-11,101.2406
Brazil,Aug-11,100.8707
Brazil,Sep-11,100.6879
Brazil,Oct-11,100.696
Brazil,Nov-11,100.7385
Brazil,Dec-11,100.8039
Brazil,Jan-12,100.8615
Brazil,Feb-12,100.8129
Brazil,Mar-12,100.7487
Brazil,Apr-12,100.6656
Brazil,May-12,100.583
Brazil,Jun-12,100.5216
Brazil,Jul-12,100.5861
Brazil,Aug-12,100.87
Brazil,Sep-12,101.1991
Brazil,Oct-12,101.4399
Brazil,Nov-12,101.5364
Brazil,Dec-12,101.5999
Brazil,Jan-13,101.6211
Brazil,Feb-13,101.5807
Brazil,Mar-13,101.4979
Brazil,Apr-13,101.4009
Brazil,May-13,101.271
Brazil,Jun-13,101.0342
Brazil,Jul-13,100.7441
Brazil,Aug-13,100.6269
Brazil,Sep-13,100.6051
Brazil,Oct-13,100.5893
Brazil,Nov-13,100.5865
Brazil,Dec-13,100.5596
Brazil,Jan-14,100.4822
Brazil,Feb-14,100.3309
Brazil,Mar-14,100.0752
Brazil,Apr-14,99.67249
Brazil,May-14,99.07989
Brazil,Jun-14,98.53487
Brazil,Jul-14,98.17281
Brazil,Aug-14,97.99729
Brazil,Sep-14,98.06801
Brazil,Oct-14,98.27574
Brazil,Nov-14,98.44584
Brazil,Dec-14,98.44389
Brazil,Jan-15,98.28425
Brazil,Feb-15,97.90569
Brazil,Mar-15,97.27867
Brazil,Apr-15,96.67953
Brazil,May-15,96.18549
Brazil,Jun-15,95.83847
Brazil,Jul-15,95.756
Brazil,Aug-15,95.7991
Brazil,Sep-15,96.003
Brazil,Oct-15,96.29029
Brazil,Nov-15,96.45855
Brazil,Dec-15,96.51997
Brazil,Jan-16,96.48083
Brazil,Feb-16,96.36723
Brazil,Mar-16,96.38603
Brazil,Apr-16,96.53352
Brazil,May-16,96.80293
Brazil,Jun-16,97.22855
Brazil,Jul-16,97.68597
Brazil,Aug-16,98.00633
Brazil,Sep-16,98.2328
Brazil,Oct-16,98.30032
Brazil,Nov-16,98.29662
Brazil,Dec-16,98.29036
Brazil,Jan-17,98.43917
Brazil,Feb-17,98.59548
Brazil,Mar-17,98.74975
Brazil,Apr-17,98.82194
Brazil,May-17,98.78585
Brazil,Jun-17,98.70145
Brazil,Jul-17,98.78574
Brazil,Aug-17,99.02702
Brazil,Sep-17,99.39664
Brazil,Oct-17,99.86891
Brazil,Nov-17,100.2952
Brazil,Dec-17,100.5415
Brazil,Jan-18,100.6536
Brazil,Feb-18,100.7159
Brazil,Mar-18,100.7215
Brazil,Apr-18,100.6146
Brazil,May-18,100.4765
Brazil,Jun-18,100.319
Brazil,Jul-18,100.2222
Brazil,Aug-18,100.0744
Brazil,Sep-18,99.8604
Brazil,Oct-18,99.75693
Brazil,Nov-18,99.82431
Brazil,Dec-18,99.93577
Brazil,Jan-19,100.0932
Brazil,Feb-19,100.1762
Brazil,Mar-19,100.1161
Brazil,Apr-19,100.0209
Brazil,May-19,99.85348
Brazil,Jun-19,99.6651
Brazil,Jul-19,99.5544
Brazil,Aug-19,99.55953
Brazil,Sep-19,99.64703
Brazil,Oct-19,99.84595
Brazil,Nov-19,100.2127
Brazil,Dec-19,100.5797
Brazil,Jan-20,100.6242
Brazil,Feb-20,99.91928
Brazil,Mar-20,98.11532
Brazil,Apr-20,95.64531
Brazil,May-20,94.97141
Brazil,Jun-20,96.15887
Brazil,Jul-20,98.08984
Brazil,Aug-20,99.95767
Brazil,Sep-20,101.4431
Brazil,Oct-20,102.431
Brazil,Nov-20,102.9184
Brazil,Dec-20,102.9319
Brazil,Jan-21,102.5278
Brazil,Feb-21,101.9704
Brazil,Mar-21,101.4742
Brazil,Apr-21,101.2389
Brazil,May-21,101.3012
Brazil,Jun-21,101.5263
Brazil,Jul-21,101.6678
Brazil,Aug-21,101.6469
Brazil,Sep-21,101.5165
Brazil,Oct-21,101.2892
Brazil,Nov-21,100.9646
Brazil,Dec-21,100.5986
Brazil,Jan-22,100.2633
Brazil,Feb-22,100.0118
Brazil,Mar-22,99.91798
Brazil,Apr-22,100.0488
Brazil,May-22,100.2799
Brazil,Jun-22,100.4259
Brazil,Jul-22,100.4274
Brazil,Aug-22,100.3612
Brazil,Sep-22,100.1437
Brazil,Oct-22,99.78741
Brazil,Nov-22,99.48027
Brazil,Dec-22,99.34919
Brazil,Jan-23,99.31462
Brazil,Feb-23,99.34351
Brazil,Mar-23,99.43165
Brazil,Apr-23,99.41799
Brazil,May-23,99.31454
Brazil,Jun-23,99.18063
Brazil,Jul-23,99.00003
Brazil,Aug-23,98.88446
Brazil,Sep-23,98.87114
Brazil,Oct-23,99.0209
Brazil,Nov-23,99.32704
Brazil,Dec-23,99.65263
Brazil,Jan-24,99.87714
Brazil,Feb-24,99.95396
Brazil,Mar-24,99.94714
Brazil,Apr-24,99.98938
Brazil,May-24,100.1321
Brazil,Jun-24,100.338
Brazil,Jul-24,100.5648
Brazil,Aug-24,100.6466
Brazil,Sep-24,100.5891
Brazil,Oct-24,100.488
Brazil,Nov-24,100.3951
Brazil,Dec-24,100.3322
Brazil,Jan-25,100.2444
Brazil,Feb-25,100.1679
Italy,Feb-62,103.1309
Italy,Mar-62,102.7669
Italy,Apr-62,102.6778
Italy,May-62,102.6399
Italy,Jun-62,102.5895
Italy,Jul-62,102.5568
Italy,Aug-62,102.5102
Italy,Sep-62,102.4929
Italy,Oct-62,102.4099
Italy,Nov-62,102.3564
Italy,Dec-62,102.2856
Italy,Jan-63,102.3222
Italy,Feb-63,102.4185
Italy,Mar-63,102.4729
Italy,Apr-63,102.493
Italy,May-63,102.4368
Italy,Jun-63,102.1931
Italy,Jul-63,101.9475
Italy,Aug-63,101.7021
Italy,Sep-63,101.4166
Italy,Oct-63,101.0476
Italy,Nov-63,100.5238
Italy,Dec-63,99.85566
Italy,Jan-64,98.88338
Italy,Feb-64,97.79007
Italy,Mar-64,97.039
Italy,Apr-64,96.39851
Italy,May-64,95.8995
Italy,Jun-64,95.64883
Italy,Jul-64,95.4486
Italy,Aug-64,95.30594
Italy,Sep-64,95.21892
Italy,Oct-64,95.06009
Italy,Nov-64,94.81868
Italy,Dec-64,94.70823
Italy,Jan-65,95.09763
Italy,Feb-65,95.84581
Italy,Mar-65,96.53291
Italy,Apr-65,96.95351
Italy,May-65,97.20531
Italy,Jun-65,97.52769
Italy,Jul-65,97.8435
Italy,Aug-65,98.10854
Italy,Sep-65,98.30615
Italy,Oct-65,98.54366
Italy,Nov-65,98.90598
Italy,Dec-65,99.32206
Italy,Jan-66,99.82327
Italy,Feb-66,100.2824
Italy,Mar-66,100.6884
Italy,Apr-66,100.8935
Italy,May-66,100.9318
Italy,Jun-66,100.8656
Italy,Jul-66,100.798
Italy,Aug-66,100.888
Italy,Sep-66,101.004
Italy,Oct-66,101.0991
Italy,Nov-66,101.1992
Italy,Dec-66,101.204
Italy,Jan-67,100.9929
Italy,Feb-67,100.7308
Italy,Mar-67,100.4585
Italy,Apr-67,100.3549
Italy,May-67,100.3885
Italy,Jun-67,100.3696
Italy,Jul-67,100.2787
Italy,Aug-67,100.0789
Italy,Sep-67,99.96166
Italy,Oct-67,99.92637
Italy,Nov-67,100.0012
Italy,Dec-67,100.0722
Italy,Jan-68,100.0674
Italy,Feb-68,100.0415
Italy,Mar-68,100.0759
Italy,Apr-68,100.2013
Italy,May-68,100.3633
Italy,Jun-68,100.6578
Italy,Jul-68,101.1188
Italy,Aug-68,101.6295
Italy,Sep-68,101.9784
Italy,Oct-68,102.1755
Italy,Nov-68,102.2071
Italy,Dec-68,102.3048
Italy,Jan-69,102.6542
Italy,Feb-69,103.0911
Italy,Mar-69,103.5793
Italy,Apr-69,103.8773
Italy,May-69,104.0324
Italy,Jun-69,103.9791
Italy,Jul-69,103.849
Italy,Aug-69,103.8179
Italy,Sep-69,103.8215
Italy,Oct-69,103.8461
Italy,Nov-69,103.8731
Italy,Dec-69,103.6996
Italy,Jan-70,103.3258
Italy,Feb-70,102.8694
Italy,Mar-70,102.2671
Italy,Apr-70,101.6802
Italy,May-70,101.1656
Italy,Jun-70,100.7976
Italy,Jul-70,100.5101
Italy,Aug-70,100.1038
Italy,Sep-70,99.58414
Italy,Oct-70,99.05149
Italy,Nov-70,98.75495
Italy,Dec-70,98.43502
Italy,Jan-71,97.98166
Italy,Feb-71,97.44387
Italy,Mar-71,97.01758
Italy,Apr-71,96.96274
Italy,May-71,96.99472
Italy,Jun-71,96.85577
Italy,Jul-71,96.69739
Italy,Aug-71,96.54739
Italy,Sep-71,96.77862
Italy,Oct-71,97.27672
Italy,Nov-71,97.72567
Italy,Dec-71,98.09182
Italy,Jan-72,98.27894
Italy,Feb-72,98.48668
Italy,Mar-72,98.6619
Italy,Apr-72,98.80768
Italy,May-72,99.01439
Italy,Jun-72,99.36519
Italy,Jul-72,99.78048
Italy,Aug-72,100.339
Italy,Sep-72,100.9665
Italy,Oct-72,101.4977
Italy,Nov-72,101.774
Italy,Dec-72,102.0424
Italy,Jan-73,102.4735
Italy,Feb-73,102.9969
Italy,Mar-73,103.3865
Italy,Apr-73,103.7199
Italy,May-73,103.9881
Italy,Jun-73,104.0729
Italy,Jul-73,103.9441
Italy,Aug-73,103.8851
Italy,Sep-73,103.7417
Italy,Oct-73,103.4468
Italy,Nov-73,103.3187
Italy,Dec-73,103.1662
Italy,Jan-74,102.831
Italy,Feb-74,102.3398
Italy,Mar-74,101.7747
Italy,Apr-74,101.1428
Italy,May-74,100.4253
Italy,Jun-74,99.58881
Italy,Jul-74,98.6815
Italy,Aug-74,97.58402
Italy,Sep-74,96.29593
Italy,Oct-74,95.15341
Italy,Nov-74,94.30662
